id,name,state
37097,Iredell1,NC
37099,Jackson16,NC
37101,Johnston1,NC
37103,Jones4,NC
37105,Lee9,NC
37107,Lenoir1,NC
37109,Lincoln16,NC
37111,McDowell1,NC
37113,Macon5,NC
37115,Madison16,NC
37117,Martin5,NC
37119,Mecklenburg1,NC
37121,Mitchell4,NC
37123,Montgomery13,NC
37125,Moore1,NC
37127,Nash1,NC
37129,New Hanover1,NC
37131,Northampton1,NC
37133,Onslow1,NC
37135,Orange5,NC
37137,Pamlico1,NC
37139,Pasquotank1,NC
37141,Pender1,NC
37143,Perquimans1,NC
37145,Person1,NC
37147,Pitt1,NC
37149,Polk8,NC
37151,Randolph7,NC
37153,Richmond3,NC
37155,Robeson1,NC
37157,Rockingham2,NC
37159,Rowan2,NC
37161,Rutherford1,NC
37163,Sampson1,NC
37165,Scotland2,NC
37167,Stanly1,NC
37169,Stokes1,NC
37171,Surry1,NC
37173,Swain1,NC
37175,Transylvania1,NC
37177,Tyrrell1,NC
37179,Union12,NC
37181,Vance1,NC
37183,Wake1,NC
37185,Warren10,NC
37187,Washington20,NC
37189,Watauga1,NC
37191,Wayne11,NC
37193,Wilkes2,NC
37195,Wilson2,NC
37197,Yadkin1,NC
37199,Yancey1,NC
38000,North Dakota1,NC
38001,Adams8,ND
38003,Barnes1,ND
38005,Benson1,ND
38007,Billings1,ND
38009,Bottineau1,ND
38011,Bowman1,ND
38013,Burke3,ND
38015,Burleigh1,ND
38017,Cass8,ND
38019,Cavalier1,ND
38021,Dickey1,ND
38023,Divide1,ND
38025,Dunn1,ND
38027,Eddy2,ND
38029,Emmons1,ND
38031,Foster1,ND
38033,Golden Valley2,ND
38035,Grand Forks1,ND
38037,Grant9,ND
38039,Griggs1,ND
38041,Hettinger1,ND
38043,Kidder1,ND
38045,La Moure1,ND
38047,Logan7,ND
38049,McHenry2,ND
38051,McIntosh2,ND
38053,McKenzie1,ND
38055,McLean3,ND
38057,Mercer5,ND
38059,Morton2,ND
38061,Mountrail1,ND
38063,Nelson2,ND
38065,Oliver1,ND
38067,Pembina1,ND
38069,Pierce3,ND
38071,Ramsey2,ND
38073,Ransom1,ND
38075,Renville2,ND
38077,Richland4,ND
38079,Rolette1,ND
38081,Sargent1,ND
38083,Sheridan4,ND
38085,Sioux3,ND
38087,Slope1,ND
38089,Stark2,ND
38091,Steele2,ND
38093,Stutsman1,ND
38095,Towner1,ND
38097,Traill1,ND
38099,Walsh1,ND
38101,Ward1,ND
38103,Wells2,ND
38105,Williams1,ND
39000,Ohio3,ND
39001,Adams9,OH
39003,Allen5,OH
39005,Ashland1,OH
39007,Ashtabula1,OH
39009,Athens1,OH
39011,Auglaize1,OH
39013,Belmont1,OH
39015,Brown6,OH
39017,Butler7,OH
39019,Carroll11,OH
39021,Champaign2,OH
39023,Clark9,OH
39025,Clermont1,OH
39027,Clinton8,OH
39029,Columbiana1,OH
39031,Coshocton1,OH
39033,Crawford9,OH
39035,Cuyahoga1,OH
39037,Darke1,OH
39039,Defiance1,OH
39041,Delaware5,OH
39043,Erie2,OH
39045,Fairfield2,OH
39047,Fayette7,OH
39049,Franklin19,OH
39051,Fulton7,OH
39053,Gallia1,OH
39055,Geauga1,OH
39057,Greene11,OH
39059,Guernsey1,OH
39061,Hamilton8,OH
39063,Hancock8,OH
39065,Hardin4,OH
39067,Harrison6,OH
39069,Henry8,OH
39071,Highland1,OH
39073,Hocking1,OH
39075,Holmes3,OH
39077,Huron2,OH
39079,Jackson17,OH
39081,Jefferson18,OH
39083,Knox7,OH
39085,Lake9,OH
39087,Lawrence8,OH
39089,Licking1,OH
39091,Logan8,OH
39093,Lorain1,OH
39095,Lucas2,OH
39097,Madison17,OH
39099,Mahoning1,OH
39101,Marion12,OH
39103,Medina1,OH
39105,Meigs1,OH
39107,Mercer6,OH
39109,Miami3,OH
39111,Monroe13,OH
39113,Montgomery14,OH
39115,Morgan8,OH
39117,Morrow1,OH
39119,Muskingum1,OH
39121,Noble2,OH
39123,Ottawa3,OH
39125,Paulding2,OH
39127,Perry8,OH
39129,Pickaway1,OH
39131,Pike9,OH
39133,Portage1,OH
39135,Preble1,OH
39137,Putnam7,OH
39139,Richland5,OH
39141,Ross1,OH
39143,Sandusky1,OH
39145,Scioto1,OH
39147,Seneca2,OH
39149,Shelby7,OH
39151,Stark3,OH
39153,Summit2,OH
39155,Trumbull1,OH
39157,Tuscarawas1,OH
39159,Union13,OH
39161,Van Wert1,OH
39163,Vinton1,OH
39165,Warren11,OH
39167,Washington21,OH
39169,Wayne12,OH
39171,Williams2,OH
39173,Wood1,OH
39175,Wyandot1,OH
40000,Oklahoma1,OH
40001,Adair4,OK
40003,Alfalfa1,OK
40005,Atoka1,OK
40007,Beaver1,OK
40009,Beckham1,OK
40011,Blaine4,OK
40013,Bryan2,OK
40015,Caddo2,OK
40017,Canadian1,OK
40019,Carter4,OK
40021,Cherokee6,OK
40023,Choctaw3,OK
40025,Cimarron1,OK
40027,Cleveland3,OK
40029,Coal1,OK
40031,Comanche2,OK
40033,Cotton1,OK
40035,Craig1,OK
40037,Creek1,OK
40039,Custer5,OK
40041,Delaware6,OK
40043,Dewey1,OK
40045,Ellis2,OK
40047,Garfield4,OK
40049,Garvin1,OK
40051,Grady2,OK
40053,Grant10,OK
40055,Greer1,OK
40057,Harmon1,OK
40059,Harper2,OK
40061,Haskell2,OK
40063,Hughes1,OK
40065,Jackson18,OK
40067,Jefferson19,OK
40069,Johnston2,OK
40071,Kay1,OK
40073,Kingfisher1,OK
40075,Kiowa3,OK
40077,Latimer1,OK
40079,Le Flore1,OK
40081,Lincoln17,OK
40083,Logan9,OK
40085,Love1,OK
40087,McClain1,OK
40089,McCurtain1,OK
40091,McIntosh3,OK
40093,Major1,OK
40095,Marshall9,OK
40097,Mayes1,OK
40099,Murray3,OK
40101,Muskogee1,OK
40103,Noble3,OK
40105,Nowata1,OK
40107,Okfuskee1,OK
40109,Oklahoma2,OK
40111,Okmulgee1,OK
40113,Osage3,OK
40115,Ottawa4,OK
40117,Pawnee3,OK
40119,Payne1,OK
40121,Pittsburg1,OK
40123,Pontotoc2,OK
40125,Pottawatomie2,OK
40127,Pushmataha1,OK
40129,Roger Mills1,OK
40131,Rogers1,OK
40133,Seminole3,OK
40135,Sequoyah1,OK
40137,Stephens2,OK
40139,Texas2,OK
40141,Tillman1,OK
40143,Tulsa1,OK
40145,Wagoner1,OK
40147,Washington22,OK
40149,Washita1,OK
40151,Woods1,OK
40153,Woodward1,OK
41000,Oregon2,OK
41001,Baker3,OR
41003,Benton7,OR
41005,Clackamas1,OR
41007,Clatsop1,OR
41009,Columbia5,OR
41011,Coos2,OR
41013,Crook1,OR
41015,Curry2,OR
41017,Deschutes1,OR
41019,Douglas9,OR
41021,Gilliam1,OR
41023,Grant11,OR
41025,Harney1,OR
41027,Hood River1,OR
41029,Jackson19,OR
41031,Jefferson20,OR
41033,Josephine1,OR
41035,Klamath1,OR
41037,Lake10,OR
41039,Lane2,OR
41041,Lincoln18,OR
41043,Linn4,OR
41045,Malheur1,OR
41047,Marion13,OR
41049,Morrow2,OR
41051,Multnomah1,OR
41053,Polk9,OR
41055,Sherman3,OR
41057,Tillamook1,OR
41059,Umatilla1,OR
41061,Union14,OR
41063,Wallowa1,OR
41065,Wasco1,OR
41067,Washington23,OR
41069,Wheeler3,OR
41071,Yamhill1,OR
42000,Pennsylvania1,OR
42001,Adams10,PA
42003,Allegheny1,PA
42005,Armstrong1,PA
42007,Beaver2,PA
42009,Bedford1,PA
42011,Berks1,PA
42013,Blair1,PA
42015,Bradford2,PA
42017,Bucks1,PA
42019,Butler8,PA
42021,Cambria1,PA
42023,Cameron2,PA
42025,Carbon2,PA
42027,Centre1,PA
42029,Chester1,PA
42031,Clarion1,PA
42033,Clearfield1,PA
42035,Clinton9,PA
42037,Columbia6,PA
42039,Crawford10,PA
42041,Cumberland6,PA
42043,Dauphin1,PA
42045,Delaware7,PA
42047,Elk2,PA
42049,Erie3,PA
42051,Fayette8,PA
42053,Forest1,PA
42055,Franklin20,PA
42057,Fulton8,PA
42059,Greene12,PA
42061,Huntingdon1,PA
42063,Indiana2,PA
42065,Jefferson21,PA
42067,Juniata1,PA
42069,Lackawanna1,PA
42071,Lancaster2,PA
42073,Lawrence9,PA
42075,Lebanon1,PA
42077,Lehigh1,PA
42079,Luzerne1,PA
42081,Lycoming1,PA
42083,McKean1,PA
42085,Mercer7,PA
42087,Mifflin1,PA
42089,Monroe14,PA
42091,Montgomery15,PA
42093,Montour1,PA
42095,Northampton2,PA
42097,Northumberland1,PA
42099,Perry9,PA
42101,Philadelphia1,PA
42103,Pike10,PA
42105,Potter1,PA
42107,Schuylkill1,PA
42109,Snyder1,PA
42111,Somerset4,PA
42113,Sullivan5,PA
42115,Susquehanna1,PA
42117,Tioga2,PA
42119,Union15,PA
42121,Venango1,PA
42123,Warren12,PA
42125,Washington24,PA
42127,Wayne13,PA
42129,Westmoreland1,PA
42131,Wyoming2,PA
42133,York3,PA
44000,Rhode Island1,PA
44001,Bristol2,RI
44003,Kent4,RI
44005,Newport1,RI
44007,Providence1,RI
44009,Washington25,RI
45000,South Carolina1,RI
45001,Abbeville1,SC
45003,Aiken1,SC
45005,Allendale1,SC
45007,Anderson3,SC
45009,Bamberg1,SC
45011,Barnwell1,SC
45013,Beaufort2,SC
45015,Berkeley1,SC
45017,Calhoun9,SC
45019,Charleston1,SC
45021,Cherokee7,SC
45023,Chester2,SC
45025,Chesterfield1,SC
45027,Clarendon1,SC
45029,Colleton1,SC
45031,Darlington1,SC
45033,Dillon1,SC
45035,Dorchester2,SC
45037,Edgefield1,SC
45039,Fairfield3,SC
45041,Florence1,SC
45043,Georgetown1,SC
45045,Greenville1,SC
45047,Greenwood2,SC
45049,Hampton1,SC
45051,Horry1,SC
45053,Jasper7,SC
45055,Kershaw1,SC
45057,Lancaster3,SC
45059,Laurens2,SC
45061,Lee10,SC
45063,Lexington1,SC
45065,McCormick1,SC
45067,Marion14,SC
45069,Marlboro1,SC
45071,Newberry1,SC
45073,Oconee2,SC
45075,Orangeburg1,SC
45077,Pickens3,SC
45079,Richland6,SC
45081,Saluda1,SC
45083,Spartanburg1,SC
45085,Sumter4,SC
45087,Union16,SC
45089,Williamsburg1,SC
45091,York4,SC
46000,South Dakota1,SC
46003,Aurora1,SD
46005,Beadle1,SD
46007,Bennett1,SD
46009,Bon Homme1,SD
46011,Brookings1,SD
46013,Brown7,SD
46015,Brule1,SD
46017,Buffalo2,SD
46019,Butte3,SD
46021,Campbell2,SD
46023,Charles Mix1,SD
46025,Clark10,SD
46027,Clay15,SD
46029,Codington1,SD
46031,Corson1,SD
46033,Custer6,SD
46035,Davison1,SD
46037,Day1,SD
46039,Deuel2,SD
46041,Dewey2,SD
46043,Douglas10,SD
46045,Edmunds1,SD
46047,Fall River1,SD
46049,Faulk1,SD
46051,Grant12,SD
46053,Gregory1,SD
46055,Haakon1,SD
46057,Hamlin1,SD
46059,Hand1,SD
46061,Hanson1,SD
46063,Harding2,SD
46065,Hughes2,SD
46067,Hutchinson1,SD
46069,Hyde2,SD
46071,Jackson20,SD
46073,Jerauld1,SD
46075,Jones5,SD
46077,Kingsbury1,SD
46079,Lake11,SD
46081,Lawrence10,SD
46083,Lincoln19,SD
46085,Lyman1,SD
46087,McCook1,SD
46089,McPherson3,SD
46091,Marshall10,SD
46093,Meade3,SD
46095,Mellette1,SD
46097,Miner1,SD
46099,Minnehaha1,SD
46101,Moody1,SD
46103,Pennington2,SD
46105,Perkins2,SD
46107,Potter2,SD
46109,Roberts1,SD
46111,Sanborn1,SD
46113,Shannon2,SD
46115,Spink1,SD
46117,Stanley1,SD
46119,Sully1,SD
46121,Todd3,SD
46123,Tripp1,SD
46125,Turner2,SD
46127,Union17,SD
46129,Walworth1,SD
46135,Yankton1,SD
46137,Ziebach1,SD
47000,Tennessee1,SD
47001,Anderson4,TN
47003,Bedford2,TN
47005,Benton8,TN
47007,Bledsoe1,TN
47009,Blount2,TN
47011,Bradley2,TN
47013,Campbell3,TN
47015,Cannon1,TN
47017,Carroll12,TN
47019,Carter5,TN
47021,Cheatham1,TN
47023,Chester3,TN
47025,Claiborne3,TN
47027,Clay16,TN
47029,Cocke1,TN
47031,Coffee3,TN
47033,Crockett1,TN
47035,Cumberland7,TN
47037,Davidson2,TN
47039,Decatur5,TN
47041,DeKalb2,GA
47043,Dickson1,TN
47045,Dyer1,TN
47047,Fayette9,TN
47049,Fentress1,TN
47051,Franklin21,TN
47053,Gibson2,TN
47055,Giles1,TN
47057,Grainger1,TN
47059,Greene13,TN
47061,Grundy4,TN
47063,Hamblen1,TN
47065,Hamilton9,TN
47067,Hancock9,TN
47069,Hardeman1,TN
47071,Hardin5,TN
47073,Hawkins1,TN
47075,Haywood2,TN
47077,Henderson4,TN
47079,Henry9,TN
47081,Hickman2,TN
47083,Houston4,TN
47085,Humphreys2,TN
47087,Jackson21,TN
47089,Jefferson22,TN
47091,Johnson10,TN
47093,Knox8,TN
47095,Lake12,TN
47097,Lauderdale3,TN
47099,Lawrence11,TN
47101,Lewis5,TN
47103,Lincoln20,TN
47105,Loudon1,TN
47107,McMinn1,TN
47109,McNairy1,TN
47111,Macon6,TN
47113,Madison18,TN
47115,Marion15,TN
47117,Marshall11,TN
47119,Maury1,TN
47121,Meigs2,TN
47123,Monroe15,TN
47125,Montgomery16,TN
47127,Moore2,TN
47129,Morgan9,TN
47131,Obion1,TN
47133,Overton1,TN
47135,Perry10,TN
47137,Pickett1,TN
47139,Polk10,TN
47141,Putnam8,TN
47143,Rhea1,TN
47145,Roane1,TN
47147,Robertson2,TN
47149,Rutherford2,TN
47151,Scott10,TN
47153,Sequatchie1,TN
47155,Sevier2,TN
47157,Shelby8,TN
47159,Smith3,TN
47161,Stewart2,TN
47163,Sullivan6,TN
47165,Sumner2,TN
47167,Tipton2,TN
47169,Trousdale1,TN
47171,Unicoi1,TN
47173,Union18,TN
47175,Van Buren4,TN
47177,Warren13,TN
47179,Washington26,TN
47181,Wayne14,TN
47183,Weakley1,TN
47185,White5,TN
47187,Williamson2,TN
47189,Wilson3,TN
48000,Texas3,TN
48001,Anderson5,TX
48003,Andrews1,TX
48005,Angelina1,TX
48007,Aransas1,TX
48009,Archer1,TX
48011,Armstrong2,TX
48013,Atascosa1,TX
48015,Austin1,TX
48017,Bailey1,TX
48019,Bandera1,TX
48021,Bastrop1,TX
48023,Baylor1,TX
48025,Bee1,TX
48027,Bell2,TX
48029,Bexar1,TX
48031,Blanco1,TX
48033,Borden1,TX
48035,Bosque1,TX
48037,Bowie1,TX
48039,Brazoria1,TX
48041,Brazos1,TX
48043,Brewster1,TX
48045,Briscoe1,TX
48047,Brooks2,TX
48049,Brown8,TX
48051,Burleson1,TX
48053,Burnet1,TX
48055,Caldwell5,TX
48057,Calhoun10,TX
48059,Callahan1,TX
48061,Cameron3,TX
48063,Camp1,TX
48065,Carson1,NV
48067,Cass9,TX
48069,Castro1,TX
48071,Chambers2,TX
48073,Cherokee8,TX
48075,Childress1,TX
48077,Clay17,TX
48079,Cochran1,TX
48081,Coke1,TX
48083,Coleman1,TX
48085,Collin1,TX
48087,Collingsworth1,TX
48089,Colorado2,TX
48091,Comal1,TX
48093,Comanche3,TX
48095,Concho1,TX
48097,Cooke1,TX
48099,Coryell1,TX
48101,Cottle1,TX
48103,Crane1,TX
48105,Crockett2,TX
48107,Crosby1,TX
48109,Culberson1,TX
48111,Dallam1,TX
48113,Dallas5,TX
48115,Dawson4,TX
48117,Deaf Smith1,TX
48119,Delta3,TX
48121,Denton1,TX
48123,De Witt2,TX
48125,Dickens1,TX
48127,Dimmit1,TX
48129,Donley1,TX
48131,Duval2,TX
48133,Eastland1,TX
48135,Ector1,TX
48137,Edwards3,TX
48139,Ellis3,TX
48141,El Paso2,TX
48143,Erath1,TX
48145,Falls1,TX
48147,Fannin2,TX
48149,Fayette10,TX
48151,Fisher1,TX
48153,Floyd5,TX
48155,Foard1,TX
48157,Fort Bend1,TX
48159,Franklin22,TX
48161,Freestone1,TX
48163,Frio1,TX
48165,Gaines1,TX
48167,Galveston1,TX
48169,Garza1,TX
48171,Gillespie1,TX
48173,Glasscock1,TX
48175,Goliad1,TX
48177,Gonzales1,TX
48179,Gray2,TX
48181,Grayson2,TX
48183,Gregg1,TX
48185,Grimes1,TX
48187,Guadalupe2,TX
48189,Hale2,TX
48191,Hall3,TX
48193,Hamilton10,TX
48195,Hansford1,TX
48197,Hardeman2,TX
48199,Hardin6,TX
48201,Harris2,TX
48203,Harrison7,TX
48205,Hartley1,TX
48207,Haskell3,TX
48209,Hays1,TX
48211,Hemphill1,TX
48213,Henderson5,TX
48215,Hidalgo2,TX
48217,Hill2,TX
48219,Hockley1,TX
48221,Hood1,TX
48223,Hopkins2,TX
48225,Houston5,TX
48227,Howard7,TX
48229,Hudspeth1,TX
48231,Hunt1,TX
48233,Hutchinson2,TX
48235,Irion1,TX
48237,Jack1,TX
48239,Jackson22,TX
48241,Jasper8,TX
48243,Jeff Davis2,TX
48245,Jefferson23,TX
48247,Jim Hogg1,TX
48249,Jim Wells1,TX
48251,Johnson11,TX
48253,Jones6,TX
48255,Karnes1,TX
48257,Kaufman1,TX
48259,Kendall2,TX
48261,Kenedy1,TX
48263,Kent5,TX
48265,Kerr1,TX
48267,Kimble1,TX
48269,King1,TX
48271,Kinney1,TX
48273,Kleberg1,TX
48275,Knox9,TX
48277,Lamar4,TX
48279,Lamb1,TX
48281,Lampasas1,TX
48283,La Salle3,TX
48285,Lavaca1,TX
48287,Lee11,TX
48289,Leon2,TX
48291,Liberty4,TX
48293,Limestone2,TX
48295,Lipscomb1,TX
48297,Live Oak1,TX
48299,Llano1,TX
48301,Loving1,TX
48303,Lubbock1,TX
48305,Lynn1,TX
48307,McCulloch1,TX
48309,McLennan1,TX
48311,McMullen1,TX
48313,Madison19,TX
48315,Marion16,TX
48317,Martin6,TX
48319,Mason4,TX
48321,Matagorda1,TX
48323,Maverick1,TX
48325,Medina2,TX
48327,Menard2,TX
48329,Midland2,TX
48331,Milam1,TX
48333,Mills2,TX
48335,Mitchell5,TX
48337,Montague1,TX
48339,Montgomery17,TX
48341,Moore3,TX
48343,Morris3,TX
48345,Motley1,TX
48347,Nacogdoches1,TX
48349,Navarro1,TX
48351,Newton6,TX
48353,Nolan1,TX
48355,Nueces1,TX
48357,Ochiltree1,TX
48359,Oldham2,TX
48361,Orange6,TX
48363,Palo Pinto1,TX
48365,Panola2,TX
48367,Parker1,TX
48369,Parmer1,TX
48371,Pecos1,TX
48373,Polk11,TX
48375,Potter3,TX
48377,Presidio1,TX
48379,Rains1,TX
48381,Randall1,TX
48383,Reagan1,TX
48385,Real1,TX
48387,Red River2,TX
48389,Reeves1,TX
48391,Refugio1,TX
48393,Roberts2,TX
48395,Robertson3,TX
48397,Rockwall1,TX
48399,Runnels1,TX
48401,Rusk1,TX
48403,Sabine2,TX
48405,San Augustine1,TX
48407,San Jacinto1,TX
48409,San Patricio1,TX
48411,San Saba1,TX
48413,Schleicher1,TX
48415,Scurry1,TX
48417,Shackelford1,TX
48419,Shelby9,TX
48421,Sherman4,TX
48423,Smith4,TX
48425,Somervell1,TX
48427,Starr1,TX
48429,Stephens3,TX
48431,Sterling1,TX
48433,Stonewall1,TX
48435,Sutton1,TX
48437,Swisher1,TX
48439,Tarrant1,TX
48441,Taylor5,TX
48443,Terrell2,TX
48445,Terry1,TX
48447,Throckmorton1,TX
48449,Titus1,TX
48451,Tom Green1,TX
48453,Travis1,TX
48455,Trinity2,TX
48457,Tyler1,TX
48459,Upshur1,TX
48461,Upton1,TX
48463,Uvalde1,TX
48465,Val Verde1,TX
48467,Van Zandt1,TX
48469,Victoria1,TX
48471,Walker3,TX
48473,Waller1,TX
48475,Ward2,TX
48477,Washington27,TX
48479,Webb1,TX
48481,Wharton1,TX
48483,Wheeler4,TX
48485,Wichita2,TX
48487,Wilbarger1,TX
48489,Willacy1,TX
48491,Williamson3,TX
48493,Wilson4,TX
48495,Winkler1,TX
48497,Wise1,TX
48499,Wood2,TX
48501,Yoakum1,TX
48503,Young1,TX
48505,Zapata1,TX
48507,Zavala1,TX
49000,Utah1,TX
49001,Beaver3,UT
49003,Box Elder1,UT
49005,Cache1,UT
49007,Carbon3,UT
49009,Daggett1,UT
49011,Davis2,UT
49013,Duchesne1,UT
49015,Emery1,UT
49017,Garfield5,UT
49019,Grand2,UT
49021,Iron3,UT
49023,Juab1,UT
49025,Kane2,UT
49027,Millard1,UT
49029,Morgan10,UT
49031,Piute1,UT
49033,Rich1,UT
49035,Salt Lake1,UT
49037,San Juan3,UT
49039,Sanpete1,UT
49041,Sevier3,UT
49043,Summit3,UT
49045,Tooele1,UT
49047,Uintah1,UT
49049,Utah2,UT
49051,Wasatch1,UT
49053,Washington28,UT
49055,Wayne15,UT
49057,Weber1,UT
50000,Vermont1,UT
50001,Addison1,VT
50003,Bennington1,VT
50005,Caledonia1,VT
50007,Chittenden1,VT
50009,Essex4,VT
50011,Franklin23,VT
50013,Grand Isle1,VT
50015,Lamoille1,VT
50017,Orange7,VT
50019,Orleans3,VT
50021,Rutland1,VT
50023,Washington29,VT
50025,Windham2,VT
50027,Windsor1,VT
51000,Virginia1,VT
51001,Accomack1,VA
51003,Albemarle1,VA
51005,Alleghany2,VA
51007,Amelia1,VA
51009,Amherst1,VA
51011,Appomattox1,VA
51013,Arlington1,VA
51015,Augusta1,VA
51017,Bath2,VA
51019,Bedford3,VA
51021,Bland1,VA
51023,Botetourt1,VA
51025,Brunswick2,VA
51027,Buchanan3,VA
51029,Buckingham1,VA
51031,Campbell4,VA
51033,Caroline2,VA
51035,Carroll13,VA
51036,Charles City1,VA
51037,Charlotte2,VA
51041,Chesterfield2,VA
51043,Clarke5,VA
51045,Craig2,VA
51047,Culpeper1,VA
51049,Cumberland8,VA
51051,Dickenson1,VA
51053,Dinwiddie1,VA
51057,Essex5,VA
51059,Fairfax1,VA
51061,Fauquier1,VA
51063,Floyd6,VA
51065,Fluvanna1,VA
51067,Franklin24,VA
51069,Frederick2,VA
51071,Giles2,VA
51073,Gloucester2,VA
51075,Goochland1,VA
51077,Grayson3,VA
51079,Greene14,VA
51081,Greensville1,VA
51083,Halifax2,VA
51085,Hanover1,VA
51087,Henrico1,VA
51089,Henry10,VA
51091,Highland2,VA
51093,Isle of Wight1,VA
51095,James City1,VA
51097,King and Queen1,VA
51099,King George1,VA
51101,King William1,VA
51103,Lancaster4,VA
51105,Lee12,VA
51107,Loudoun1,VA
51109,Louisa2,VA
51111,Lunenburg1,VA
51113,Madison20,VA
51115,Mathews1,VA
51117,Mecklenburg2,VA
51119,Middlesex4,VA
51121,Montgomery18,VA
51125,Nelson3,VA
51127,New Kent1,VA
51131,Northampton3,VA
51133,Northumberland2,VA
51135,Nottoway1,VA
51137,Orange8,VA
51139,Page2,VA
51141,Patrick1,VA
51143,Pittsylvania1,VA
51145,Powhatan1,VA
51147,Prince Edward1,VA
51149,Prince George1,VA
51153,Prince William1,VA
51155,Pulaski7,VA
51157,Rappahannock1,VA
51159,Richmond4,VA
51161,Roanoke1,VA
51163,Rockbridge1,VA
51165,Rockingham3,VA
51167,Russell4,VA
51169,Scott11,VA
51171,Shenandoah1,VA
51173,Smyth1,VA
51175,Southampton1,VA
51177,Spotsylvania1,VA
51179,Stafford2,VA
51181,Surry2,VA
51183,Sussex3,VA
51185,Tazewell2,VA
51187,Warren14,VA
51191,Washington30,VA
51193,Westmoreland2,VA
51195,Wise2,VA
51197,Wythe1,VA
51199,York5,VA
51510,Alexandria1,VA
51515,Bedford4,VA
51520,Bristol3,VA
51530,Buena Vista2,VA
51540,Charlottesville1,VA
51550,Chesapeake1,VA
51560,Clifton Forge1,VA
51570,Colonial Heights1,VA
51580,Covington3,VA
51590,Danville1,VA
51595,Emporia1,VA
51600,Fairfax2,VA
51610,Falls Church1,VA
51620,Franklin25,VA
51630,Fredericksburg1,VA
51640,Galax1,VA
51650,Hampton2,VA
51660,Harrisonburg1,VA
51670,Hopewell1,VA
51678,Lexington2,VA
51680,Lynchburg1,VA
51683,Manassas1,VA
51685,Manassas Park1,VA
51690,Martinsville1,VA
51700,Newport News1,VA
51710,Norfolk2,VA
51720,Norton2,VA
51730,Petersburg1,AK
51735,Poquoson1,VA
51740,Portsmouth1,VA
51750,Radford1,VA
51760,Richmond5,VA
51770,Roanoke2,VA
51775,Salem2,VA
51780,South Boston1,VA
51790,Staunton1,VA
51800,Suffolk3,VA
51810,Virginia Beach1,VA
51820,Waynesboro1,VA
51830,Williamsburg2,VA
51840,Winchester1,VA
53000,Washington31,VA
53001,Adams11,WA
53003,Asotin1,WA
53005,Benton9,WA
53007,Chelan1,WA
53009,Clallam1,WA
53011,Clark11,WA
53013,Columbia7,WA
53015,Cowlitz1,WA
53017,Douglas11,WA
53019,Ferry1,WA
53021,Franklin26,WA
53023,Garfield6,WA
53025,Grant13,WA
53027,Grays Harbor1,WA
53029,Island1,WA
53031,Jefferson24,WA
53033,King2,WA
53035,Kitsap1,WA
53037,Kittitas1,WA
53039,Klickitat1,WA
53041,Lewis6,WA
53043,Lincoln21,WA
53045,Mason5,WA
53047,Okanogan1,WA
53049,Pacific1,WA
53051,Pend Oreille1,WA
53053,Pierce4,WA
53055,San Juan4,WA
53057,Skagit1,WA
53059,Skamania1,WA
53061,Snohomish1,WA
53063,Spokane1,WA
53065,Stevens3,WA
53067,Thurston2,WA
53069,Wahkiakum1,WA
53071,Walla Walla1,WA
53073,Whatcom1,WA
53075,Whitman1,WA
53077,Yakima1,WA
54000,West Virginia1,WA
54001,Barbour2,WV
54003,Berkeley2,WV
54005,Boone8,WV
54007,Braxton1,WV
54009,Brooke1,WV
54011,Cabell1,WV
54013,Calhoun11,WV
54015,Clay18,WV
54017,Doddridge1,WV
54019,Fayette11,WV
54021,Gilmer2,WV
54023,Grant14,WV
54025,Greenbrier1,WV
54027,Hampshire2,WV
54029,Hancock10,WV
54031,Hardy1,WV
54033,Harrison8,WV
54035,Jackson23,WV
54037,Jefferson25,WV
54039,Kanawha1,WV
54041,Lewis7,WV
54043,Lincoln22,WV
54045,Logan10,WV
54047,McDowell2,WV
54049,Marion17,WV
54051,Marshall12,WV
54053,Mason6,WV
54055,Mercer8,WV
54057,Mineral4,WV
54059,Mingo1,WV
54061,Monongalia1,WV
54063,Monroe16,WV
54065,Morgan11,WV
54067,Nicholas2,WV
54069,Ohio4,WV
54071,Pendleton2,WV
54073,Pleasants1,WV
54075,Pocahontas2,WV
54077,Preston1,WV
54079,Putnam9,WV
54081,Raleigh1,WV
54083,Randolph8,WV
54085,Ritchie1,WV
54087,Roane2,WV
54089,Summers1,WV
54091,Taylor6,WV
54093,Tucker1,WV
54095,Tyler2,WV
54097,Upshur2,WV
54099,Wayne16,WV
54101,Webster8,WV
54103,Wetzel1,WV
54105,Wirt1,WV
54107,Wood3,WV
54109,Wyoming3,WV
55000,Wisconsin1,WV
55001,Adams12,WI
55003,Ashland2,WI
55005,Barron1,WI
55007,Bayfield1,WI
55009,Brown9,WI
55011,Buffalo3,WI
55013,Burnett1,WI
55015,Calumet1,WI
55017,Chippewa3,WI
55019,Clark12,WI
55021,Columbia8,WI
55023,Crawford11,WI
55025,Dane1,WI
55027,Dodge4,WI
55029,Door1,WI
55031,Douglas12,WI
55033,Dunn2,WI
55035,Eau Claire1,WI
55037,Florence2,WI
55039,Fond du Lac1,WI
55041,Forest2,WI
55043,Grant15,WI
55045,Green2,WI
55047,Green Lake1,WI
55049,Iowa3,WI
55051,Iron4,WI
55053,Jackson24,WI
55055,Jefferson26,WI
55057,Juneau2,WI
55059,Kenosha1,WI
55061,Kewaunee1,WI
55063,La Crosse1,WI
